"BehaviorSpace results (NetLogo 6.2.0)"
"EvolvingGamePlayers.nlogo"
"experiment-Amadae-EmptyMemory-XY"
"08/02/2021 19:22:50:088 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-1","22","-1","22"
"[run number]","Game","Rounds","Population-Size","Perc-Group2","Opponents-Include-Own-Group?","Playing-Strategy","Initial-Populations","Initial-X","Initial-Y","Memory-Initialization","Memory-Initial-Weight-1","Memory-Initial-Weight-2","Memory-Length-1","Memory-Length-2","Unlimited-Memory?","Playing-Noise","Replicate?","Replication-Noise","Speed-1","Speed-2","Delta","Value","Value-As-Perc-Of-Cost","Punishment","Reward","Sucker","Temptation","k","My-Preference","Your-Preference","Draw-X-And-Y-Axes?","Reposition-Populations","Population-Pen-Down?","Recolor-Populations?","Calculate-Dominance?","Print-Out-Match-Results?","Seed-Setup","Seed-Go","[step]","timer","prev-seed-setup","prev-seed-go","count populations","num-pops-g1-dominant","num-pops-g2-dominant","num-pops-none-dominant","num-pops-g1-hawkish","num-pops-g2-hawkish","num-pops-none-hawkish","num-pops-with-group1-dom","num-pops-with-group2-dom","num-pops-with-groups-equal","Cost","msne","msne-payoff","group1-payoff","group2-payoff"
"6315","Hawk-Dove","2000","200","60","true","Play-Initial-X-Y","100 at Initial-X/Y","80","80","Empty","10","10","10","10","true","0","false","0","10","10","0.1","10","60","1","3","0","5","1.5","40","20","true","By Mean Belief","false","false","true","false","0","0","130","37584.278","-791761616","-112768882","100","10","90","0","10","90","0","10","90","0","16.666666666666668","0.6","1.9999999999999996","1.3499999999999994","4.826388888888889"
"6313","Hawk-Dove","2000","200","40","true","Play-Initial-X-Y","100 at Initial-X/Y","80","80","Empty","10","10","10","10","true","0","false","0","10","10","0.1","10","60","1","3","0","5","1.5","40","20","true","By Mean Belief","false","false","true","false","0","0","144","37586.382","-195984102","-1524883053","100","87","13","0","87","13","0","87","13","0","16.666666666666668","0.6","1.9999999999999996","4.598333333333335","1.6670833333333326"
"6330","Hawk-Dove","2000","200","30","true","Play-Initial-X-Y","100 at Initial-X/Y","100","80","Empty","10","10","10","10","true","0","false","0","10","10","0.1","10","60","1","3","0","5","1.5","40","20","true","By Mean Belief","false","false","true","false","0","0","32","37590.854","-195920164","-441785674","100","100","0","0","100","0","0","100","0","0","16.666666666666668","0.6","1.9999999999999996","4.3172619047619065","0.5930555555555554"
"6329","Hawk-Dove","2000","200","20","true","Play-Initial-X-Y","100 at Initial-X/Y","100","80","Empty","10","10","10","10","true","0","false","0","10","10","0.1","10","60","1","3","0","5","1.5","40","20","true","By Mean Belief","false","false","true","false","0","0","44","37598.587","602092460","-142687305","100","100","0","0","100","0","0","100","0","0","16.666666666666668","0.6","1.9999999999999996","3.6332291666666663","0.36708333333333326"
"6331","Hawk-Dove","2000","200","40","true","Play-Initial-X-Y","100 at Initial-X/Y","100","80","Empty","10","10","10","10","true","0","false","0","10","10","0.1","10","60","1","3","0","5","1.5","40","20","true","By Mean Belief","false","false","true","false","0","0","38","37600.21","-307061298","698986459","100","100","0","0","100","0","0","100","0","0","16.666666666666668","0.6","1.9999999999999996","5.234166666666664","0.815416666666667"
"6323","Hawk-Dove","2000","200","50","true","Play-Initial-X-Y","100 at Initial-X/Y","90","80","Empty","10","10","10","10","true","0","false","0","10","10","0.1","10","60","1","3","0","5","1.5","40","20","true","By Mean Belief","false","false","true","false","0","0","107","37604.287","-1944823528","-238195808","100","95","5","0","95","5","0","95","5","0","16.666666666666668","0.6","1.9999999999999996","5.757333333333334","1.212666666666667"
"6332","Hawk-Dove","2000","200","50","true","Play-Initial-X-Y","100 at Initial-X/Y","100","80","Empty","10","10","10","10","true","0","false","0","10","10","0.1","10","60","1","3","0","5","1.5","40","20","true","By Mean Belief","false","false","true","false","0","0","59","37617.617","-149062641","1428496909","100","100","0","0","100","0","0","100","0","0","16.666666666666668","0.6","1.9999999999999996","5.991333333333333","1.0053333333333332"
"6314","Hawk-Dove","2000","200","50","true","Play-Initial-X-Y","100 at Initial-X/Y","80","80","Empty","10","10","10","10","true","0","false","0","10","10","0.1","10","60","1","3","0","5","1.5","40","20","true","By Mean Belief","false","false","true","false","0","0","211","37615.217","1740788749","-1013272488","100","58","42","0","58","42","0","58","42","0","16.666666666666668","0.6","1.9999999999999996","3.9473333333333316","3.2026666666666666"
"6324","Hawk-Dove","2000","200","60","true","Play-Initial-X-Y","100 at Initial-X/Y","90","80","Empty","10","10","10","10","true","0","false","0","10","10","0.1","10","60","1","3","0","5","1.5","40","20","true","By Mean Belief","false","false","true","false","0","0","125","37619.256","908027759","1940653581","100","52","48","0","52","48","0","52","48","0","16.666666666666668","0.6","1.9999999999999996","3.910833333333335","3.128888888888889"
"6325","Hawk-Dove","2000","200","70","true","Play-Initial-X-Y","100 at Initial-X/Y","90","80","Empty","10","10","10","10","true","0","false","0","10","10","0.1","10","60","1","3","0","5","1.5","40","20","true","By Mean Belief","false","false","true","false","0","0","110","37620.108","-1679012613","-495996818","100","5","95","0","5","95","0","5","95","0","16.666666666666668","0.6","1.9999999999999996","0.9666666666666671","4.263095238095239"
"6328","Hawk-Dove","2000","200","10","true","Play-Initial-X-Y","100 at Initial-X/Y","100","80","Empty","10","10","10","10","true","0","false","0","10","10","0.1","10","60","1","3","0","5","1.5","40","20","true","By Mean Belief","false","false","true","false","0","0","90","37622.991","252560744","446723869","100","100","0","0","100","0","0","100","0","0","16.666666666666668","0.6","1.9999999999999996","2.834814814814817","0.17833333333333326"
"6340","Hawk-Dove","2000","200","40","true","Play-Initial-X-Y","100 at Initial-X/Y","0","90","Empty","10","10","10","10","true","0","false","0","10","10","0.1","10","60","1","3","0","5","1.5","40","20","true","By Mean Belief","false","false","true","false","0","0","22","37631.084","1302759550","-27316935","100","0","100","0","0","100","0","0","100","0","16.666666666666668","0.6","1.9999999999999996","1.1966666666666668","6.754999999999999"
"6341","Hawk-Dove","2000","200","50","true","Play-Initial-X-Y","100 at Initial-X/Y","0","90","Empty","10","10","10","10","true","0","false","0","10","10","0.1","10","60","1","3","0","5","1.5","40","20","true","By Mean Belief","false","false","true","false","0","0","21","37631.94","1870105691","218594109","100","0","100","0","0","100","0","0","100","0","16.666666666666668","0.6","1.9999999999999996","0.986666666666667","5.998333333333331"
"6339","Hawk-Dove","2000","200","30","true","Play-Initial-X-Y","100 at Initial-X/Y","0","90","Empty","10","10","10","10","true","0","false","0","10","10","0.1","10","60","1","3","0","5","1.5","40","20","true","By Mean Belief","false","false","true","false","0","0","31","37632.1","-1026366681","-1967062288","100","0","100","0","0","100","0","0","100","0","16.666666666666668","0.6","1.9999999999999996","1.3919047619047615","7.524444444444444"
"6342","Hawk-Dove","2000","200","60","true","Play-Initial-X-Y","100 at Initial-X/Y","0","90","Empty","10","10","10","10","true","0","false","0","10","10","0.1","10","60","1","3","0","5","1.5","40","20","true","By Mean Belief","false","false","true","false","0","0","19","37634.432","-1541678713","-808088190","100","0","100","0","0","100","0","0","100","0","16.666666666666668","0.6","1.9999999999999996","0.8414583333333333","5.16125"
"6327","Hawk-Dove","2000","200","90","true","Play-Initial-X-Y","100 at Initial-X/Y","90","80","Empty","10","10","10","10","true","0","false","0","10","10","0.1","10","60","1","3","0","5","1.5","40","20","true","By Mean Belief","false","false","true","false","0","0","129","37633.2","-1629700773","145546243","100","0","100","0","0","100","0","0","100","0","16.666666666666668","0.6","1.9999999999999996","0.1399999999999999","2.809444444444446"
"6326","Hawk-Dove","2000","200","80","true","Play-Initial-X-Y","100 at Initial-X/Y","90","80","Empty","10","10","10","10","true","0","false","0","10","10","0.1","10","60","1","3","0","5","1.5","40","20","true","By Mean Belief","false","false","true","false","0","0","120","48137.67","731214952","-166637362","100","0","100","0","0","100","0","0","100","0","16.666666666666668","0.6","1.9999999999999996","0.40791666666666687","3.6438541666666655"
"6343","Hawk-Dove","2000","200","70","true","Play-Initial-X-Y","100 at Initial-X/Y","0","90","Empty","10","10","10","10","true","0","false","0","10","10","0.1","10","60","1","3","0","5","1.5","40","20","true","By Mean Belief","false","false","true","false","0","0","24","37644.141","-1452694376","-940563053","100","0","100","0","0","100","0","0","100","0","16.666666666666668","0.6","1.9999999999999996","0.557222222222222","4.357619047619049"
"6338","Hawk-Dove","2000","200","20","true","Play-Initial-X-Y","100 at Initial-X/Y","0","90","Empty","10","10","10","10","true","0","false","0","10","10","0.1","10","60","1","3","0","5","1.5","40","20","true","By Mean Belief","false","false","true","false","0","0","56","37648.628","1335309749","1892201201","100","0","100","0","0","100","0","0","100","0","16.666666666666668","0.6","1.9999999999999996","1.6897916666666664","8.37833333333334"
"6337","Hawk-Dove","2000","200","10","true","Play-Initial-X-Y","100 at Initial-X/Y","0","90","Empty","10","10","10","10","true","0","false","0","10","10","0.1","10","60","1","3","0","5","1.5","40","20","true","By Mean Belief","false","false","true","false","0","0","84","37645.337","-317428352","402349565","100","0","100","0","0","100","0","0","100","0","16.666666666666668","0.6","1.9999999999999996","1.7874074074074082","9.246666666666664"
"6333","Hawk-Dove","2000","200","60","true","Play-Initial-X-Y","100 at Initial-X/Y","100","80","Empty","10","10","10","10","true","0","false","0","10","10","0.1","10","60","1","3","0","5","1.5","40","20","true","By Mean Belief","false","false","true","false","0","0","105","37650.059","1015573157","407943357","100","95","5","0","95","5","0","95","5","0","16.666666666666668","0.6","1.9999999999999996","6.4650000000000025","1.4247222222222222"
"6344","Hawk-Dove","2000","200","80","true","Play-Initial-X-Y","100 at Initial-X/Y","0","90","Empty","10","10","10","10","true","0","false","0","10","10","0.1","10","60","1","3","0","5","1.5","40","20","true","By Mean Belief","false","false","true","false","0","0","41","37653.829","-511688345","-2002403801","100","0","100","0","0","100","0","0","100","0","16.666666666666668","0.6","1.9999999999999996","0.3516666666666666","3.604791666666667"
"6336","Hawk-Dove","2000","200","90","true","Play-Initial-X-Y","100 at Initial-X/Y","100","80","Empty","10","10","10","10","true","0","false","0","10","10","0.1","10","60","1","3","0","5","1.5","40","20","true","By Mean Belief","false","false","true","false","0","0","111","37655.787","-981234356","-915741102","100","0","100","0","0","100","0","0","100","0","16.666666666666668","0.6","1.9999999999999996","0.2025","2.8247222222222246"
"6351","Hawk-Dove","2000","200","60","true","Play-Initial-X-Y","100 at Initial-X/Y","10","90","Empty","10","10","10","10","true","0","false","0","10","10","0.1","10","60","1","3","0","5","1.5","40","20","true","By Mean Belief","false","false","true","false","0","0","20","37655.703","1482364621","2120332428","100","0","100","0","0","100","0","0","100","0","16.666666666666668","0.6","1.9999999999999996","0.7952083333333334","5.226805555555552"
"6335","Hawk-Dove","2000","200","80","true","Play-Initial-X-Y","100 at Initial-X/Y","100","80","Empty","10","10","10","10","true","0","false","0","10","10","0.1","10","60","1","3","0","5","1.5","40","20","true","By Mean Belief","false","false","true","false","0","0","101","37656.239","2027589311","197140749","100","2","98","0","2","98","0","2","98","0","16.666666666666668","0.6","1.9999999999999996","0.6933333333333335","3.5485416666666687"
"6348","Hawk-Dove","2000","200","30","true","Play-Initial-X-Y","100 at Initial-X/Y","10","90","Empty","10","10","10","10","true","0","false","0","10","10","0.1","10","60","1","3","0","5","1.5","40","20","true","By Mean Belief","false","false","true","false","0","0","39","48160.159","-746236684","1925506211","100","0","100","0","0","100","0","0","100","0","16.666666666666668","0.6","1.9999999999999996","1.4221428571428558","7.601111111111113"
"6349","Hawk-Dove","2000","200","40","true","Play-Initial-X-Y","100 at Initial-X/Y","10","90","Empty","10","10","10","10","true","0","false","0","10","10","0.1","10","60","1","3","0","5","1.5","40","20","true","By Mean Belief","false","false","true","false","0","0","30","37660.025","1419567626","847930671","100","0","100","0","0","100","0","0","100","0","16.666666666666668","0.6","1.9999999999999996","1.1730555555555555","6.871666666666664"
"6350","Hawk-Dove","2000","200","50","true","Play-Initial-X-Y","100 at Initial-X/Y","10","90","Empty","10","10","10","10","true","0","false","0","10","10","0.1","10","60","1","3","0","5","1.5","40","20","true","By Mean Belief","false","false","true","false","0","0","23","37661.919","1437043493","-1888902399","100","0","100","0","0","100","0","0","100","0","16.666666666666668","0.6","1.9999999999999996","0.9758333333333334","6.050833333333333"
"6347","Hawk-Dove","2000","200","20","true","Play-Initial-X-Y","100 at Initial-X/Y","10","90","Empty","10","10","10","10","true","0","false","0","10","10","0.1","10","60","1","3","0","5","1.5","40","20","true","By Mean Belief","false","false","true","false","0","0","47","37657.762","-234631575","1692482504","100","0","100","0","0","100","0","0","100","0","16.666666666666668","0.6","1.9999999999999996","1.5224999999999997","8.493333333333334"
"6352","Hawk-Dove","2000","200","70","true","Play-Initial-X-Y","100 at Initial-X/Y","10","90","Empty","10","10","10","10","true","0","false","0","10","10","0.1","10","60","1","3","0","5","1.5","40","20","true","By Mean Belief","false","false","true","false","0","0","28","37667.113","1387182301","939768373","100","0","100","0","0","100","0","0","100","0","16.666666666666668","0.6","1.9999999999999996","0.6063888888888888","4.390119047619045"
"6359","Hawk-Dove","2000","200","50","true","Play-Initial-X-Y","100 at Initial-X/Y","20","90","Empty","10","10","10","10","true","0","false","0","10","10","0.1","10","60","1","3","0","5","1.5","40","20","true","By Mean Belief","false","false","true","false","0","0","23","37675.134","-862261925","1541051125","100","0","100","0","0","100","0","0","100","0","16.666666666666668","0.6","1.9999999999999996","0.9863333333333327","5.913666666666666"
"6358","Hawk-Dove","2000","200","40","true","Play-Initial-X-Y","100 at Initial-X/Y","20","90","Empty","10","10","10","10","true","0","false","0","10","10","0.1","10","60","1","3","0","5","1.5","40","20","true","By Mean Belief","false","false","true","false","0","0","30","37676.148","1459143622","884655871","100","0","100","0","0","100","0","0","100","0","16.666666666666668","0.6","1.9999999999999996","1.1838888888888888","6.936666666666671"
"6353","Hawk-Dove","2000","200","80","true","Play-Initial-X-Y","100 at Initial-X/Y","10","90","Empty","10","10","10","10","true","0","false","0","10","10","0.1","10","60","1","3","0","5","1.5","40","20","true","By Mean Belief","false","false","true","false","0","0","44","37677.327","-671780128","-1927278837","100","0","100","0","0","100","0","0","100","0","16.666666666666668","0.6","1.9999999999999996","0.41500000000000015","3.581666666666668"
"6360","Hawk-Dove","2000","200","60","true","Play-Initial-X-Y","100 at Initial-X/Y","20","90","Empty","10","10","10","10","true","0","false","0","10","10","0.1","10","60","1","3","0","5","1.5","40","20","true","By Mean Belief","false","false","true","false","0","0","30","37674.173","311655046","1276975532","100","0","100","0","0","100","0","0","100","0","16.666666666666668","0.6","1.9999999999999996","0.811875","5.279583333333334"
"6357","Hawk-Dove","2000","200","30","true","Play-Initial-X-Y","100 at Initial-X/Y","20","90","Empty","10","10","10","10","true","0","false","0","10","10","0.1","10","60","1","3","0","5","1.5","40","20","true","By Mean Belief","false","false","true","false","0","0","36","48180.625","1897255288","-1255623650","100","0","100","0","0","100","0","0","100","0","16.666666666666668","0.6","1.9999999999999996","1.4523809523809519","7.741666666666667"
"6345","Hawk-Dove","2000","200","90","true","Play-Initial-X-Y","100 at Initial-X/Y","0","90","Empty","10","10","10","10","true","0","false","0","10","10","0.1","10","60","1","3","0","5","1.5","40","20","true","By Mean Belief","false","false","true","false","0","0","97","37682.359","-1150803989","-1553038194","100","0","100","0","0","100","0","0","100","0","16.666666666666668","0.6","1.9999999999999996","0.12499999999999994","2.816666666666669"
"6361","Hawk-Dove","2000","200","70","true","Play-Initial-X-Y","100 at Initial-X/Y","20","90","Empty","10","10","10","10","true","0","false","0","10","10","0.1","10","60","1","3","0","5","1.5","40","20","true","By Mean Belief","false","false","true","false","0","0","30","37685.462","532621080","498119417","100","0","100","0","0","100","0","0","100","0","16.666666666666668","0.6","1.9999999999999996","0.544722222222222","4.373690476190479"
"6356","Hawk-Dove","2000","200","20","true","Play-Initial-X-Y","100 at Initial-X/Y","20","90","Empty","10","10","10","10","true","0","false","0","10","10","0.1","10","60","1","3","0","5","1.5","40","20","true","By Mean Belief","false","false","true","false","0","0","54","37686.974","-641994859","726012802","100","0","100","0","0","100","0","0","100","0","16.666666666666668","0.6","1.9999999999999996","1.5668750000000005","8.449166666666667"
"6334","Hawk-Dove","2000","200","70","true","Play-Initial-X-Y","100 at Initial-X/Y","100","80","Empty","10","10","10","10","true","0","false","0","10","10","0.1","10","60","1","3","0","5","1.5","40","20","true","By Mean Belief","false","false","true","false","0","0","201","37693.304","-1607492086","1566029563","100","32","68","0","32","68","0","32","68","0","16.666666666666668","0.6","1.9999999999999996","2.8222222222222215","3.4380952380952374"
"6362","Hawk-Dove","2000","200","80","true","Play-Initial-X-Y","100 at Initial-X/Y","20","90","Empty","10","10","10","10","true","0","false","0","10","10","0.1","10","60","1","3","0","5","1.5","40","20","true","By Mean Belief","false","false","true","false","0","0","43","37699.323","1924273711","1990435660","100","0","100","0","0","100","0","0","100","0","16.666666666666668","0.6","1.9999999999999996","0.4270833333333331","3.630729166666664"
"6367","Hawk-Dove","2000","200","40","true","Play-Initial-X-Y","100 at Initial-X/Y","30","90","Empty","10","10","10","10","true","0","false","0","10","10","0.1","10","60","1","3","0","5","1.5","40","20","true","By Mean Belief","false","false","true","false","0","0","31","37699.847","562725438","676286150","100","0","100","0","0","100","0","0","100","0","16.666666666666668","0.6","1.9999999999999996","1.2238888888888886","6.80375"
"6354","Hawk-Dove","2000","200","90","true","Play-Initial-X-Y","100 at Initial-X/Y","10","90","Empty","10","10","10","10","true","0","false","0","10","10","0.1","10","60","1","3","0","5","1.5","40","20","true","By Mean Belief","false","false","true","false","0","0","90","37701.624","1811453243","389912875","100","0","100","0","0","100","0","0","100","0","16.666666666666668","0.6","1.9999999999999996","0.2133333333333334","2.816111111111113"
"6369","Hawk-Dove","2000","200","60","true","Play-Initial-X-Y","100 at Initial-X/Y","30","90","Empty","10","10","10","10","true","0","false","0","10","10","0.1","10","60","1","3","0","5","1.5","40","20","true","By Mean Belief","false","false","true","false","0","0","25","37701.508","-50214738","-1107602018","100","0","100","0","0","100","0","0","100","0","16.666666666666668","0.6","1.9999999999999996","0.7987499999999996","5.179999999999998"
"6368","Hawk-Dove","2000","200","50","true","Play-Initial-X-Y","100 at Initial-X/Y","30","90","Empty","10","10","10","10","true","0","false","0","10","10","0.1","10","60","1","3","0","5","1.5","40","20","true","By Mean Belief","false","false","true","false","0","0","29","37703.369","-1616840945","1876174166","100","0","100","0","0","100","0","0","100","0","16.666666666666668","0.6","1.9999999999999996","0.9733333333333334","6.058333333333333"
"6366","Hawk-Dove","2000","200","30","true","Play-Initial-X-Y","100 at Initial-X/Y","30","90","Empty","10","10","10","10","true","0","false","0","10","10","0.1","10","60","1","3","0","5","1.5","40","20","true","By Mean Belief","false","false","true","false","0","0","45","48207.331","-1170987376","-760085463","100","0","100","0","0","100","0","0","100","0","16.666666666666668","0.6","1.9999999999999996","1.3340476190476187","7.639999999999998"
"6365","Hawk-Dove","2000","200","20","true","Play-Initial-X-Y","100 at Initial-X/Y","30","90","Empty","10","10","10","10","true","0","false","0","10","10","0.1","10","60","1","3","0","5","1.5","40","20","true","By Mean Belief","false","false","true","false","0","0","65","37709.025","-519997051","-1212791996","100","0","100","0","0","100","0","0","100","0","16.666666666666668","0.6","1.9999999999999996","1.5474999999999997","8.355833333333333"
"6355","Hawk-Dove","2000","200","10","true","Play-Initial-X-Y","100 at Initial-X/Y","20","90","Empty","10","10","10","10","true","0","false","0","10","10","0.1","10","60","1","3","0","5","1.5","40","20","true","By Mean Belief","false","false","true","false","0","0","113","37711.043","110517586","-274606432","100","0","100","0","0","100","0","0","100","0","16.666666666666668","0.6","1.9999999999999996","1.792222222222223","9.186666666666664"
"6370","Hawk-Dove","2000","200","70","true","Play-Initial-X-Y","100 at Initial-X/Y","30","90","Empty","10","10","10","10","true","0","false","0","10","10","0.1","10","60","1","3","0","5","1.5","40","20","true","By Mean Belief","false","false","true","false","0","0","32","37710.148","-1393193120","442027664","100","0","100","0","0","100","0","0","100","0","16.666666666666668","0.6","1.9999999999999996","0.6024999999999998","4.381071428571428"
"6346","Hawk-Dove","2000","200","10","true","Play-Initial-X-Y","100 at Initial-X/Y","10","90","Empty","10","10","10","10","true","0","false","0","10","10","0.1","10","60","1","3","0","5","1.5","40","20","true","By Mean Belief","false","false","true","false","0","0","145","37714.75","30613055","1627469320","100","0","100","0","0","100","0","0","100","0","16.666666666666668","0.6","1.9999999999999996","1.8412962962962967","9.236666666666665"
"6378","Hawk-Dove","2000","200","60","true","Play-Initial-X-Y","100 at Initial-X/Y","40","90","Empty","10","10","10","10","true","0","false","0","10","10","0.1","10","60","1","3","0","5","1.5","40","20","true","By Mean Belief","false","false","true","false","0","0","26","37724.478","765723899","-238796565","100","0","100","0","0","100","0","0","100","0","16.666666666666668","0.6","1.9999999999999996","0.7441666666666665","5.226111111111111"
"6377","Hawk-Dove","2000","200","50","true","Play-Initial-X-Y","100 at Initial-X/Y","40","90","Empty","10","10","10","10","true","0","false","0","10","10","0.1","10","60","1","3","0","5","1.5","40","20","true","By Mean Belief","false","false","true","false","0","0","29","37724.824","1936813781","562067373","100","0","100","0","0","100","0","0","100","0","16.666666666666668","0.6","1.9999999999999996","1.0106666666666668","6.116000000000002"
"6379","Hawk-Dove","2000","200","70","true","Play-Initial-X-Y","100 at Initial-X/Y","40","90","Empty","10","10","10","10","true","0","false","0","10","10","0.1","10","60","1","3","0","5","1.5","40","20","true","By Mean Belief","false","false","true","false","0","0","32","37726.577","828093061","-1925351193","100","0","100","0","0","100","0","0","100","0","16.666666666666668","0.6","1.9999999999999996","0.5491666666666667","4.4694047619047605"
"6363","Hawk-Dove","2000","200","90","true","Play-Initial-X-Y","100 at Initial-X/Y","20","90","Empty","10","10","10","10","true","0","false","0","10","10","0.1","10","60","1","3","0","5","1.5","40","20","true","By Mean Belief","false","false","true","false","0","0","110","37731.599","298114274","448012282","100","0","100","0","0","100","0","0","100","0","16.666666666666668","0.6","1.9999999999999996","0.25","2.751851851851853"
"6376","Hawk-Dove","2000","200","40","true","Play-Initial-X-Y","100 at Initial-X/Y","40","90","Empty","10","10","10","10","true","0","false","0","10","10","0.1","10","60","1","3","0","5","1.5","40","20","true","By Mean Belief","false","false","true","false","0","0","45","48233.607","1736242071","527976608","100","0","100","0","0","100","0","0","100","0","16.666666666666668","0.6","1.9999999999999996","1.2558333333333334","6.778750000000005"
"6375","Hawk-Dove","2000","200","30","true","Play-Initial-X-Y","100 at Initial-X/Y","40","90","Empty","10","10","10","10","true","0","false","0","10","10","0.1","10","60","1","3","0","5","1.5","40","20","true","By Mean Belief","false","false","true","false","0","0","53","37735.682","227961286","-1130156061","100","0","100","0","0","100","0","0","100","0","16.666666666666668","0.6","1.9999999999999996","1.3992857142857138","7.673888888888887"
"6371","Hawk-Dove","2000","200","80","true","Play-Initial-X-Y","100 at Initial-X/Y","30","90","Empty","10","10","10","10","true","0","false","0","10","10","0.1","10","60","1","3","0","5","1.5","40","20","true","By Mean Belief","false","false","true","false","0","0","69","37738.488","947737708","827908527","100","0","100","0","0","100","0","0","100","0","16.666666666666668","0.6","1.9999999999999996","0.3795833333333333","3.579062500000001"
"6364","Hawk-Dove","2000","200","10","true","Play-Initial-X-Y","100 at Initial-X/Y","30","90","Empty","10","10","10","10","true","0","false","0","10","10","0.1","10","60","1","3","0","5","1.5","40","20","true","By Mean Belief","false","false","true","false","0","0","119","37738.831","-588213784","1415131108","100","0","100","0","0","100","0","0","100","0","16.666666666666668","0.6","1.9999999999999996","1.8011111111111118","9.32333333333333"
"6380","Hawk-Dove","2000","200","80","true","Play-Initial-X-Y","100 at Initial-X/Y","40","90","Empty","10","10","10","10","true","0","false","0","10","10","0.1","10","60","1","3","0","5","1.5","40","20","true","By Mean Belief","false","false","true","false","0","0","43","37739.34","-1934861270","-993699208","100","0","100","0","0","100","0","0","100","0","16.666666666666668","0.6","1.9999999999999996","0.4433333333333334","3.5870833333333327"
"6372","Hawk-Dove","2000","200","90","true","Play-Initial-X-Y","100 at Initial-X/Y","30","90","Empty","10","10","10","10","true","0","false","0","10","10","0.1","10","60","1","3","0","5","1.5","40","20","true","By Mean Belief","false","false","true","false","0","0","97","37749.809","-1994993201","-288222686","100","0","100","0","0","100","0","0","100","0","16.666666666666668","0.6","1.9999999999999996","0.2733333333333334","2.7724074074074103"
"6374","Hawk-Dove","2000","200","20","true","Play-Initial-X-Y","100 at Initial-X/Y","40","90","Empty","10","10","10","10","true","0","false","0","10","10","0.1","10","60","1","3","0","5","1.5","40","20","true","By Mean Belief","false","false","true","false","0","0","86","37751.153","1397769837","-1744725094","100","0","100","0","0","100","0","0","100","0","16.666666666666668","0.6","1.9999999999999996","1.56","8.389166666666668"
"6387","Hawk-Dove","2000","200","60","true","Play-Initial-X-Y","100 at Initial-X/Y","50","90","Empty","10","10","10","10","true","0","false","0","10","10","0.1","10","60","1","3","0","5","1.5","40","20","true","By Mean Belief","false","false","true","false","0","0","30","37755.7","-1686450157","1566042481","100","0","100","0","0","100","0","0","100","0","16.666666666666668","0.6","1.9999999999999996","0.7552083333333336","5.234027777777775"
"6388","Hawk-Dove","2000","200","70","true","Play-Initial-X-Y","100 at Initial-X/Y","50","90","Empty","10","10","10","10","true","0","false","0","10","10","0.1","10","60","1","3","0","5","1.5","40","20","true","By Mean Belief","false","false","true","false","0","0","31","37756.058","-1117740848","430913477","100","0","100","0","0","100","0","0","100","0","16.666666666666668","0.6","1.9999999999999996","0.6152777777777778","4.438690476190476"
"6373","Hawk-Dove","2000","200","10","true","Play-Initial-X-Y","100 at Initial-X/Y","40","90","Empty","10","10","10","10","true","0","false","0","10","10","0.1","10","60","1","3","0","5","1.5","40","20","true","By Mean Belief","false","false","true","false","0","0","104","37754.916","1969519586","-1753790531","100","0","100","0","0","100","0","0","100","0","16.666666666666668","0.6","1.9999999999999996","1.768703703703704","9.281666666666666"
"6384","Hawk-Dove","2000","200","30","true","Play-Initial-X-Y","100 at Initial-X/Y","50","90","Empty","10","10","10","10","true","0","false","0","10","10","0.1","10","60","1","3","0","5","1.5","40","20","true","By Mean Belief","false","false","true","false","0","0","51","37758.044","-1860092902","1369225925","100","0","100","0","0","100","0","0","100","0","16.666666666666668","0.6","1.9999999999999996","1.4038095238095236","7.6938888888888854"
"6386","Hawk-Dove","2000","200","50","true","Play-Initial-X-Y","100 at Initial-X/Y","50","90","Empty","10","10","10","10","true","0","false","0","10","10","0.1","10","60","1","3","0","5","1.5","40","20","true","By Mean Belief","false","false","true","false","0","0","40","37760.027","-185984284","1435299173","100","0","100","0","0","100","0","0","100","0","16.666666666666668","0.6","1.9999999999999996","0.9916666666666668","5.956666666666669"
"6385","Hawk-Dove","2000","200","40","true","Play-Initial-X-Y","100 at Initial-X/Y","50","90","Empty","10","10","10","10","true","0","false","0","10","10","0.1","10","60","1","3","0","5","1.5","40","20","true","By Mean Belief","false","false","true","false","0","0","47","48261.19","1685383865","1435174222","100","0","100","0","0","100","0","0","100","0","16.666666666666668","0.6","1.9999999999999996","1.2574999999999998","6.784583333333335"
"6389","Hawk-Dove","2000","200","80","true","Play-Initial-X-Y","100 at Initial-X/Y","50","90","Empty","10","10","10","10","true","0","false","0","10","10","0.1","10","60","1","3","0","5","1.5","40","20","true","By Mean Belief","false","false","true","false","0","0","47","37765.92","742646965","1629372541","100","0","100","0","0","100","0","0","100","0","16.666666666666668","0.6","1.9999999999999996","0.3204166666666666","3.521979166666666"
"6383","Hawk-Dove","2000","200","20","true","Play-Initial-X-Y","100 at Initial-X/Y","50","90","Empty","10","10","10","10","true","0","false","0","10","10","0.1","10","60","1","3","0","5","1.5","40","20","true","By Mean Belief","false","false","true","false","0","0","86","37769.89","435076512","1772854659","100","0","100","0","0","100","0","0","100","0","16.666666666666668","0.6","1.9999999999999996","1.610416666666666","8.383333333333335"
